id,symbol,name,class,centralized,isMultiplatforms
rentible,rnb,Rentible,2,0,0
poison-finance,poi$on,Poison Finance,2,0,1
barter,brtr,Barter,2,0,1
staked-usdt,stusdt,Staked USDT,2,0,1
fathom-dollar,fxd,Fathom Dollar,2,0,0
fathom-protocol,fthm,Fathom Protocol,2,0,0
3dpass,p3d,3DPass,2,0,0
draggable-aktionariat-ag,daks,Draggable Aktionariat AG,2,0,0
international-stable-currency,isc,International Stable Currency,2,0,0
inx-token-2,inx,INX Token,2,0,0
lumishare,lumi,Lumishare,2,0,0
realio-network,rio,Realio,2,0,1
reental,rnt,Reental,2,0,0
backed-coinbase-global,bcoin,Backed Coinbase Global,2,0,1
secured-on-blockchain,sob,Secured On Blockchain (OLD),2,0,0
secured-on-blockchain-2,sob,Secured On Blockchain,2,0,0
aktionariat-technologies-of-understanding-ag-tokenized-shares,vids,Aktionariat Technologies of Understanding AG Tokenized Shares,2,0,0
aktionariat-servicehunter-ag-tokenized-shares,dqts,Aktionariat ServiceHunter AG Tokenized Shares,2,0,0
aktionariat-realunit-schweiz-ag-tokenized-shares,realu,Aktionariat RealUnit Schweiz AG Tokenized Shares,2,0,0
aktionariat-pension-dynamics-ag-tokenized-shares,pds,Aktionariat Pension Dynamics AG Tokenized Shares,2,0,0
aktionariat-parknsleep-ag-tokenized-shares,pns,Aktionariat Parknsleep AG Tokenized Shares,2,0,0
the-emerald-company,emrld,The Emerald Company,2,0,0
aktionariat-outlawz-food-ag-tokenized-shares,vegs,Aktionariat Outlawz Food AG Tokenized Shares,2,0,0
aktionariat-boss-info-ag-tokenized-shares,boss,Aktionariat Boss Info AG Tokenized Shares,2,0,0
aktionariat-ayurveda-ag-tokenized-shares,veda,Aktionariat AyurVeda AG Tokenized Shares,2,0,0
uranium3o8,u,Uranium3o8,2,0,1
wrapped-staked-usdt,wstusdt,Wrapped Staked Tether,2,0,0
aktionariat-alan-frei-company-tokenized-shares,afs,Aktionariat Alan Frei Company Tokenized Shares,2,0,0
mbd-financials,mbd,MBD Financials,2,0,0
metazero,mzero,MetaZero,2,0,0
miidas,miidas,Miidas,2,0,0
numa,numa,Numa,2,0,0
openeden-tbill,tbill,OpenEden TBILL,2,0,0
crypto-real-estate,cre,Crypto Real Estate,2,0,0
ousg,ousg,OUSG,2,0,1
backed-niu-technologies,bniu,Backed NIU Technologies,2,0,1
backed-ibta-treasury-bond-1-3yr,bibta,Backed IBTA $ Treasury Bond 1-3yr,2,0,1
backed-ib01-treasury-bond-0-1yr,bib01,Backed IB01 $ Treasury Bond 0-1yr,2,0,0
backed-high-high-yield-corp-bond,bhigh,Backed HIGH € High Yield Corp Bond,2,0,1
backed-govies-0-6-months-euro,bc3m,Backed GOVIES 0-6 months EURO,2,0,1
backed-cspx-core-s-p-500,bcspx,Backed CSPX Core S&P 500,2,0,1
dinari-dis-dshares,dis.d,Dinari DIS,2,0,0
adapt3r-digital-treasury-bill-fund,tfbill,Adapt3r Digital Treasury Bill Fund,2,0,0
superstate-short-duration-us-government-securities-fund-ustb,ustb,Superstate Short Duration U.S. Government Securities Fund (USTB),2,0,0
assetlink,aset,AssetLink,2,0,0
dinari-amzn-dshares,amzn.d,Dinari AMZN,2,0,0
dinari-tsla-dshares,tsla.d,Dinari TSLA,2,0,0
dinari-aapl-dshares,aapl.d,Dinari AAPL,2,0,0
estatex,esx,EstateX,2,0,0
dinari-googl-dshares,googl.d,Dinari GOOGL,2,0,0
dinari-usfr-dshares,usfr.d,Dinari USFR,2,0,0
dinari-meta-dshare,meta.d,Dinari META,2,0,0
dinari-spy-dshares,spy.d,Dinari SPY,2,0,0
dinari-msft-dshares,msft.d,Dinari MSFT,2,0,0
dinari-nflx-dshares,nflx.d,Dinari NFLX,2,0,0
dinari-pfe-dshares,pfe.d,Dinari PFE,2,0,0
dinari-nvda-dshares,nvda.d,Dinari NVDA,2,0,0
dinari-pypl-dshares,pypl.d,Dinari PYPL,2,0,0
