id,symbol,name,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply
clore-ai,clore,Clore.ai,0.2002150442577,66709675,596.0,67409224.0,2238308.0,0.218694,0.19991899999999999,-0.016806019662017002,-7.74396,-5504637.810749121,-7.6226400000000005,333141824.356766,336635304.356766,1300000000.0
commune-ai,comai,Commune AI,0.986833438200389,64105350,605.0,986236155.0,769280.0,1.096,0.9306249999999999,-0.06813342554905201,-6.45835,-4619079.781582102,-6.72116,65000000.0,1000000000.0,1000000000.0
singularitydao,sdao,SingularityDAO,0.688963187887335,62243574,618.0,68890428.0,481116.0,0.744328,0.683537,-0.049160398824773,-6.66019,-4485793.73728355,-6.72237,90351556.1968638,100000000.0,100000000.0
numbers-protocol,num,Numbers Protocol,0.099654542176866,60995549,624.0,62004472.0,1443138.0,0.118127,0.09913000000000001,-0.005749435618813001,-5.45467,-3778910.654603705,-5.83395,608368916.0,618431900.0,1000000000.0
arc,arc,Arc,0.056928742257517005,53057766,670.0,56613937.0,297562.0,0.059885,0.055007,-0.0011675712638130002,-2.00972,-1093012.5529726073,-2.01846,932593392.315025,995100000.0,1000000000.0
aleph,aleph,Aleph.im,0.271642324921327,50759481,684.0,136134077.0,4601033.0,0.284883,0.22014399999999998,0.01345435,5.21107,2593956.0,5.3855,186431941.41027194,500000000.0,500000000.0
palm-ai,palm,PaLM AI,0.640423587428811,49221317,696.0,49221317.0,738440.0,0.7115900000000001,0.612323,-0.053329836243760004,-7.68715,-4570262.763743848,-8.49624,77500000.0,77500000.0,100000000.0
dynex,dnx,Dynex,0.53139858715124,46930581,721.0,46944308.0,2195757.0,0.5818500000000001,0.528017,-0.043284079590874006,-7.53182,-3781387.744001381,-7.4566,88334835.5840568,88360673.344622,110000000.0
selfkey,key,SelfKey,0.007016878704851,42181804,768.0,42181804.0,5591364.0,0.00771312,0.00691856,-0.00055247229546,-7.29881,-3328908.430611171,-7.31456,5999999954.0,5999999954.0,
botto,botto,Botto,0.978893501491858,42154428,769.0,95477549.0,267066.0,1.075,0.972294,-0.091577266083984,-8.55486,-3978533.2335964814,-8.62406,43069833.1510375,97550892.0,100000000.0
jackal-protocol,jkl,Jackal Protocol,0.39694069649077,39215198,793.0,57640145.0,56447.0,0.420352,0.386911,-0.021192534621929,-5.06837,-2207514.350874454,-5.32924,98793593.674548,145210972.887088,400000000.0
cere-network,cere,Cere Network,0.005804486152114,38317924,804.0,58048848.0,966343.0,0.00623834,0.00577206,-0.00042683261457200004,-6.8498,-2836634.3939969987,-6.89264,6600979225.769589,10000000000.0,
openfabric,ofn,Openfabric AI,0.585197412984384,36055910,835.0,292903930.0,1528641.0,0.649363,0.5728719999999999,-0.032032961359446,-5.18979,-1941667.4177552164,-5.10998,61549036.8942729,500000000.0,500000000.0
noisegpt,enqai,enqAI,0.035683296101795006,34778607,849.0,35740913.0,262457.0,0.04271752,0.03511631,-0.006438001726398,-15.28443,-6298090.006822459,-15.33251,973075517.8171129,1000000000.0,1000000000.0
octaspace,octa,OctaSpace,1.156545664809016,33472280,866.0,33476390.0,294303.0,1.24,1.13,-0.067280262761094,-5.49754,-2725398.5686548054,-7.52921,29556794.6491245,29560424.5806778,48000000.0
synesis-one,sns,Synesis One,0.066471751215747,33050963,870.0,67684769.0,2807395.0,0.09039599999999999,0.066464,-0.022697855694024,-25.4547,-10495843.966471132,-24.10244,488306076.0,999997605.17,1000000000.0
graphlinq-protocol,glq,GraphLinq Chain,0.096914992345298,32940854,871.0,48442429.0,808040.0,0.104681,0.094872,-0.0034589426106700003,-3.44606,-1173844.3103412837,-3.44088,340000000.0,499999961.366287,499999961.366287
vectorspace,vxv,Vectorspace AI,0.823204938424487,31089387,902.0,40937316.0,189085.0,0.8235929999999999,0.7767400000000001,0.03233789,4.08892,1010736.0,3.36031,37971940.01,50000000.0,
hypergpt,hgpt,HyperGPT,0.068275131639841,29716328,921.0,68120992.0,4913609.0,0.07696299999999999,0.067227,-0.005419157487864,-7.35357,-2358654.75200798,-7.35357,435243810.0,997742373.48909,1000000000.0
ait-protocol,ait,AIT Protocol,0.352234844324045,29424905,928.0,351308676.0,703127.0,0.377118,0.331606,-0.018223668454771,-4.91922,-1613879.4723796025,-5.19956,83757979.58953358,1000000000.0,1000000000.0
altered-state-token,asto,Altered State Machine,0.033651447534896003,26419145,984.0,80396395.0,5390963.0,0.03532789,0.03324228,-0.001462252032264,-4.16433,-999503.1354502887,-3.64534,783408782.1376687,2384000000.0,2384000000.0
atlas-navi,navi,Atlas Navi,0.2982538914258,26257485,986.0,89647642.0,305692.0,0.30089299999999997,0.281831,-0.000328945079525,-0.11017,44304.0,0.16901000000000002,87868964.0,300000000.0,300000000.0
bitscrunch-token,bcut,bitsCrunch Token,0.12839654655360902,23338375,1034.0,128509798.0,1210717.0,0.13827799999999998,0.12153599999999999,-0.004047194797707,-3.05578,-712753.4748913273,-2.96349,181607749.56231084,1000000000.0,
dexcheck,dck,DexCheck AI,0.060429009675296005,22954385,1041.0,59277718.0,927224.0,0.065816,0.060467,-0.0051740436125310004,-7.88689,-1935368.7208467796,-7.77576,379556711.09135014,980172456.0,1000000000.0
carbon-browser,csix,Carbon Browser,0.056031778798028,22128406,1061.0,52635860.0,1049022.0,0.057127,0.054325,-0.000137281782265,-0.24441000000000002,-81065.82123468071,-0.36501000000000006,394874105.75,939269545.9482358,1000000000.0
optimus-ai,opti,Optimus AI,0.216457729886626,21684240,1072.0,21684240.0,327420.0,0.243833,0.216746,-0.023053459882215,-9.62521,-2325330.006315239,-9.68501,100000000.0,100000000.0,100000000.0
spectre-ai,spectre,Spectre AI,2.181740330467389,20619231,1100.0,21840819.0,160663.0,2.62,2.19,-0.21278998582872602,-8.8865,-2118143.7597015277,-9.31569,9434239.90889037,9993172.3319914,10000000.0
dtravel,trvl,TRVL,0.062141385611228006,19107401,1137.0,62241730.0,317316.0,0.065387,0.062270000000000006,-0.0029956952118640003,-4.59906,-898616.6751933843,-4.4917300000000004,306986975.400096,1000000000.0,
gameswift,gswift,GameSwift,0.33200296942927704,18644785,1150.0,463829998.0,547612.0,0.34141000000000005,0.327613,-0.009104580260453,-2.66912,-494629.7669366151,-2.58435,56135745.0,1396500000.0,1396500000.0
phantasma,soul,Phantasma,0.151218161516422,18384677,1152.0,18384677.0,176432.0,0.158782,0.13913799999999998,-0.0050358891344740005,-3.22289,-1010266.8040035553,-5.20892,124129197.661631,124129197.661631,
gt-protocol,gtai,GT-Protocol,2.010380277845852,17268953,1176.0,150785356.0,12031961.0,2.14,2.0,-0.12673764138605,-5.93031,-1161401.9680673815,-6.30157,8589504.292670786,75000000.0,75000000.0
thought,tht,Thought,0.042331540684132,17166298,1181.0,56074717.0,34585.0,0.04960887,0.03842338,-0.005836786021949001,-12.11748,-4098388.782854937,-19.27322,438898779.48,1433688594.0,1618033988.0
hera-finance,hera,Hera Finance,3.956105976055454,16239815,1208.0,39561060.0,38180.0,4.02,3.7199999999999998,0.165203,4.35787,678157.0,4.35787,4105000.0,10000000.0,10000000.0
bostrom,boot,Bostrom,2.579343624983184e-08,15292460,1241.0,30845332.0,6691.73,2.7747000000000004e-08,2.5222e-08,-1.869596454e-09,-6.75847,-1084252.4651619047,-6.6207,592881843938595.0,1195859739203800.0,
bad-idea-ai,bad,Bad Idea AI,2.7947182285393773e-08,15239629,1243.0,23196320.0,1177075.0,3.026e-08,2.7691e-08,-2.2583164880000005e-09,-7.47651,-1260851.841757251,-7.6413,545729054655103.0,830657064900656.0,831041059897327.0
imgnai,imgnai,Image Generation AI,0.018881495249438003,14674572,1262.0,18881495.0,216928.0,0.02006078,0.01874355,-0.0007842537116110001,-3.98792,-609516.756201541,-3.98792,777193333.2,1000000000.0,1000000000.0
matrix-ai-network,man,Matrix AI Network,0.030494305453251002,13491621,1292.0,22639702.0,180751.0,0.03303999,0.0304327,-0.001854423378842,-5.7326,-818925.0587484967,-5.72253,442430819.963547,742423912.678587,1000000000.0
frok-ai,frok,Frok.ai,0.13749179377436402,13155370,1306.0,57841423.0,172279.0,0.145535,0.124162,-0.008043618877507,-5.5269200000000005,-754938.4071614873,-5.42719,95681127.0611,420690000.0,420690000.0
kizuna,kizuna,Kizuna,1.293843431314637e-08,12501520,1319.0,12501520.0,182862.0,1.4152e-08,1.0751e-08,3.28701e-10,2.60672,305718.0,2.5067500000000003,966231259137998.0,966231259137998.0,1000000000000000.0
aegis-ai,aegis,Aegis Ai,0.119742019417388,11979720,1344.0,11979720.0,282595.0,0.145508,0.117183,-0.022436276861783,-15.780380000000001,-2271238.9567892607,-15.93745,99999999.406841,100000000.0,100000000.0
sensay,snsy,Sensay,0.001534767735216,11938367,1347.0,15333677.0,47971.0,0.00177176,0.00151716,-0.000236996375464,-13.376290000000001,-1868118.8785689306,-13.53073,7785717251.086646,10000000000.0,10000000000.0
deepbrain-chain,dbc,DeepBrain Chain,0.0035603366922940002,11371418,1373.0,35535682.0,291544.0,0.00381387,0.00355239,-0.00018554076590300003,-4.9532,-610785.5951226112,-5.09744,3200000000.0,10000000000.0,
bridge-oracle,brg,Bridge Oracle,0.0014146085892580002,11325040,1375.0,14156300.0,675697.0,0.0015585500000000001,0.00140434,-0.000130705517424,-8.45818,-1044385.6848051939,-8.44328,7999999879.0,10000000000.0,10000000000.0
chirpley,chrp,Chirpley,0.019667126625779,10887847,1396.0,19670611.0,210024.0,0.02116395,0.01895106,-0.001415131310385,-6.71243,-946490.5787125546,-7.99783,553508334.061999,1000000000.0,1000000000.0
arbius,aius,Arbius,122.81934385445298,10852435,1398.0,122819344.0,967865.0,151.64,122.89,-18.83982570167997,-13.2994,-1599386.090841718,-12.8446,88360.9578943153,1000000.0,1000000.0
presearch,pre,Presearch,0.019781327911637,10628539,1405.0,14845256.0,437440.0,0.02033004,0.01951683,-0.00050905914306,-2.50887,-212373.6763291508,-1.959,536966436.0,750000000.0,1000000000.0
purefi,ufi,PureFi,0.14630946916128001,10615461,1406.0,14647555.0,61359.0,0.152369,0.144486,-0.003576123038985,-2.3859,-259897.87127569318,-2.38979,72472578.5294126,100000000.0,100000000.0
cryptogpt-token,lai,LayerAI,0.032057866424879004,10197697,1427.0,96204691.0,4894876.0,0.03743634,0.03195008,-0.000610819189746,-1.8697400000000002,-220047.28488935158,-2.11224,318000000.0,3000000000.0,3000000000.0
dotmoovs,moov,dotmoovs,0.009982081122643,9981415,1442.0,9981415.0,1692581.0,0.01241794,0.00886876,-0.000870649490709,-8.0224,-870613.9415746853,-8.02259,1000000000.0,1000000000.0,1000000000.0
orbofi-ai,obi,Orbofi AI,0.022064365849002003,9949136,1444.0,43867018.0,363262.0,0.02308298,0.020961610000000002,-0.000261308476316,-1.17044,-118287.45294006355,-1.17495,453604400.0,2000000000.0,2000000000.0
ta-da,tada,Ta-da,0.16553681660152803,9895178,1447.0,165700423.0,239269.0,0.175056,0.161556,-0.007070708754719,-4.09641,-404843.68990744464,-3.93051,59717274.752182,1000000000.0,1000000000.0
roko-network,roko,Roko Network,5.0249175788133046e-05,9879936,1448.0,18552926.0,91334.0,5.536e-05,4.943e-05,-3.4770756874919996e-06,-6.47184,-711483.6643509623,-6.71755,196699196214.32782,369369369369.0,369369369369.0
octavia,via,Octavia,0.580102525258906,9631925,1453.0,57846329.0,815625.0,0.662743,0.560364,-0.027617397312962002,-4.54443,-92541.69259928912,-0.95164,16650883.380011,100000000.0,100000000.0
arkitech,arki,ArkiTech,0.14124329887178702,9107101,1481.0,9885914.0,31484.0,0.15126299999999998,0.137462,-0.005303651800421001,-3.6190800000000003,-344776.76716469787,-3.64771,64485396.1570769,70000000.0,70000000.0
deepfakeai,fakeai,DeepFakeAI,0.009422333675677,9026731,1485.0,9026731.0,327686.0,0.01041822,0.00925813,-0.000995890622711,-9.55912,-956288.3635966554,-9.57915,958824031.12,958824031.12,1000000000.0
ispolink,isp,Ispolink,0.00278607095539,8380925,1528.0,27860710.0,851087.0,0.00308489,0.00278293,-0.000276727526126,-9.03512,-832438.5058498923,-9.03512,3008152161.4522066,10000000000.0,
chartai,cx,ChartAI,0.007211402760508001,7211403,1604.0,7211403.0,50516.0,0.00744063,0.0067868600000000005,-0.00012222080602600002,-1.6665800000000002,-122220.80602628551,-1.6665800000000002,1000000000.0,1000000000.0,1000000000.0
monai,monai,Monai,0.273761401396033,6807670,1636.0,25424881.0,99165.0,0.28292,0.24715299999999998,-0.006227310502043001,-2.22413,-145240.47025421355,-2.08892,24847776.855103258,92800000.0,10000000.0
precipitate-ai,rain,Precipitate.ai,0.006723048403032001,6711789,1648.0,6711789.0,57135.0,0.00685081,0.00581719,1.195e-05,0.17806000000000002,-13217.782966493629,-0.19655,1000000000.0,1000000000.0,1000000000.0
ai-network,ain,AI Network,0.026239873761671,6702479,1650.0,18361736.0,176871.0,0.0269564,0.026065460000000002,-0.00011694412578,-0.44370000000000004,-35970.34625392314,-0.53381,255516990.38535732,700000000.0,700000000.0
chappyz,chapz,Chappyz,0.0027725360239260004,6562711,1663.0,27676577.0,937045.0,0.00355699,0.0026534700000000002,-0.000146142067375,-5.00713,-358187.7017918257,-5.17545,2371214676.8606763,10000000000.0,10000000000.0
kwai,kwai,KWAI,0.18401392997683202,6210470,1690.0,9200696.0,8542.77,0.18962199999999999,0.18335,-2.914817492705e-06,-0.00158,690.56,0.011120000000000001,33750000.0,50000000.0,50000000.0
airight,airi,aiRight,0.005270966492469001,5946061,1709.0,9806207.0,198646.0,0.00542492,0.00523983,-0.000122568907214,-2.27252,-127378.32724791486,-2.0973,1127823817.0,1859999980.0,
ai-power-grid,aipg,AI Power Grid,0.076854834051941,5741524,1728.0,5770587.0,64575.0,0.094316,0.076316,-0.012274693193978002,-13.77175,-849237.7628943715,-12.88527,73923212.4999997,74297399.9999997,200000000.0
quick-intel,qkntl,Quick Intel,0.066534611948087,5345982,1769.0,5348780.0,11277.56,0.068141,0.063605,-0.001194050629673,-1.76299,-78745.26631231047,-1.4516,79958146.2609351,80000000.0,100000000.0
vaulttech,$vault,VaultTech,0.051376079618136006,5142581,1788.0,5142581.0,11971.49,0.054901,0.050852999999999995,-0.0034821795898460003,-6.34759,-358048.3893868802,-6.5092300000000005,100000000.0,100000000.0,100000000.0
eve-ai,eveai,Eve AI,0.058207163392501,4942439,1797.0,4942439.0,20937.0,0.058413,0.053821,0.0007711500000000001,1.34263,-64796.29932890367,-1.29405,86589938.49362345,86589938.49362345,100000000.0
liza-2,liza,LIZA,0.006220052328599001,4622369,1843.0,4622369.0,6839.22,0.00667652,0.0061633700000000005,-0.00042616958627000005,-6.41221,-320831.3455165904,-6.49036,743139939.852089,743139939.852089,777777777.0
lilai,lilai,LilAI,0.0060141823883120005,4256739,1877.0,6014182.0,9700.56,0.00663227,0.00599867,-0.000609276399222,-9.19876,-431235.74026913196,-9.19876,707783431.0,1000000000.0,1000000000.0
aimbot,aimbot,Aimbot AI,3.9495780144513732,3959727,1919.0,3959727.0,38102.0,4.08,3.88,-0.070299759993144,-1.7488000000000001,-64649.18265306391,-1.60644,1000000.0,1000000.0,1000000.0
gny,gny,GNY,0.022010732027701003,3923803,1926.0,8804293.0,125239.0,0.02439548,0.02167906,-0.0023189424517570003,-9.53133,-404964.2141493014,-9.35519,178267704.76997003,400000000.0,400000000.0
neuroni-ai,neuroni,Neuroni AI,0.46816038224113204,3825116,1934.0,3978221.0,4198.55,0.48788299999999996,0.45779699999999995,-0.00934629932358,-1.95731,-76406.22275355784,-1.95837,8171910.236460794,8499000.0,8499000.0
meme-ai-coin,memeai,Meme AI Coin,0.005226437923858,3811520,1936.0,4634854.0,1766509.0,0.00654235,0.0050393,-0.0006551825751920001,-11.13949,-390785.19313889556,-9.2993,728043731.152433,885309800.6478558,1000000000.0
checkdot,cdt,CheckDot,0.490423317970044,3628956,1957.0,4910235.0,110647.0,0.5157900000000001,0.46843399999999996,-0.020174055196227003,-3.95107,-143996.40654351097,-3.81654,7390041.0,9999250.0,21000000.0
vps-ai,vps,VPS Ai,0.040297255146472005,3552614,1971.0,4035135.0,94936.0,0.04915663,0.03203777,-0.008565457452608,-17.52964,-779636.760742214,-17.99611,88042000.0,100000000.0,100000000.0
alphascan,ascn,AlphaScan AI,0.070345328438846,3249638,2023.0,3517305.0,46856.0,0.073693,0.070256,-0.0032994572161950003,-4.48023,-144500.66548119485,-4.25736,46195000.5955805,50000000.0,80000000.0
och,och,Orchai,0.8426933331041101,3048107,2061.0,16838605.0,1178942.0,0.8592400000000001,0.813222,-0.011338462597894,-1.3276400000000002,-40367.585606597364,-1.30704,3620380.0,20000000.0,20000000.0
mozaic,moz,Mozaic,0.031912050543855,2970301,2069.0,29288911.0,64.42,0.04795278,0.02676058,-0.014229908589923,-30.83941,-1330058.1734674927,-30.929,93182631.5998625,918835533.760967,1000000000.0
aimedis-new,aimx,Aimedis (NEW),0.006370014027236,2514032,2169.0,3745568.0,159948.0,0.0069703,0.00635929,-0.000486404798261,-7.09415,-194216.89027421828,-7.17131,394666666.6666667,588000000.0,600000000.0
virtuswap,vrsw,VirtuSwap,0.006006144106317,2508390,2171.0,6000856.0,9545.41,0.00615873,0.00592915,4.551e-05,0.76358,-9890.241190348752,-0.39274000000000003,418005438.702177,1000000000.0,1000000000.0
quadency,quad,Quadency Token,0.009500178643656002,2375740,2196.0,3788100.0,119.44,0.00953218,0.00881761,0.00035862000000000003,3.92301,60175.0,2.59871,250073195.33333334,398739862.0,400000000.0
alphakek-ai,aikek,AlphaKEK.AI,0.008628406493571,2095703,2269.0,2095703.0,15052.74,0.00884728,0.00847019,0.00014877,1.75446,36134.0,1.75446,242884187.28767118,242884187.28767118,256000000.0
2dai-io,2dai,2DAI.io,0.0020802876587050004,2080288,2275.0,2080288.0,6384.26,0.00223965,0.00204485,-0.00014740372530200002,-6.61688,-147403.72530247085,-6.61688,1000000000.0,1000000000.0,1000000000.0
roasthimjim,jim,Jim,8.65903456478261e-06,1954175,2308.0,3022023.0,88462.0,9.56e-06,8.550000000000001e-06,-7.006200873449999e-07,-7.48553,-158075.4806652565,-7.48375,225234194287.65524,348312106234.6553,420000000000.0
epik-protocol,aiepk,EpiK Protocol,0.012208739501993,1895301,2330.0,4887725.0,203086.0,0.013973399999999999,0.011530160000000001,-0.000325940662846,-2.60031,-47743.886533651734,-2.45717,155106966.82509318,400000000.0,
bird-money,bird,Bird.Money,16.803216686485662,1624276,2402.0,2353423.0,22978.0,17.7,16.69,-0.7368419257449611,-4.20091,-71578.05310872453,-4.22077,96624.6567997778,140000.0,
not-financial-advice,nfai,Not Financial Advice,0.018022890745546,1543195,2435.0,1750819.0,567464.0,0.02340816,0.01743345,-0.0029285617784200004,-13.97785,-232733.65356496023,-13.1049,84750280.89238042,96152690.0,100000000.0
cindicator,cnd,Cindicator,0.0007703413701820001,1486161,2454.0,1540650.0,190.4,0.00122938,0.00058175,-6.8623319996891e-05,-8.17952,-132921.1235510877,-8.20966,1929265175.566927,2000000005.0,
generaitiv,gai,Generaitiv,0.18303900820985702,1376630,2496.0,1830390.0,230.98,0.19036899999999998,0.180664,-0.006053135793059001,-3.20116,-45525.411846861476,-3.20116,7520963.25,10000000.0,10000000.0
